EDMSID,SurveyCode,Line,Plate,Side,Object,X,Y,Z,MeasDateTime
INT,INT,INT,INT,CHAR,INT,FLOAT,FLOAT,FLOAT,LONGLONG
694327,35014,5,1,R,4,3690.8700,-99.2600,780.7400,20060110122419
694327,35015,5,1,R,5,3910.9900,-99.4900,777.8500,20060110122419
694327,35016,5,1,R,6,3910.9700,0.4800,777.6500,20060110122419
694327,35101,5,2,R,1,3691.0300,99.7700,2285.9000,20060110122419
694327,35102,5,2,R,2,3911.3200,99.7500,2288.1600,20060110122419
694327,35103,5,2,R,3,3911.2000,-0.1600,2287.5200,20060110122419
694327,35104,5,2,R,4,3911.2800,-99.9300,2286.8400,20060110122419
694327,35105,5,2,R,5,3690.7800,-100.0700,2284.4700,20060110122419
694327,35106,5,2,R,6,3691.1200,-0.1600,2285.1500,20060110122419
694327,36011,6,1,R,1,4078.1000,100.7600,778.0300,20060110124851
694327,36012,6,1,R,2,3857.8600,100.2100,780.0200,20060110124851
694327,36013,6,1,R,3,3858.2100,0.4800,780.1000,20060110124851
694327,36014,6,1,R,4,3858.4800,-99.5200,780.2000,20060110124851
694327,36015,6,1,R,5,4078.6000,-99.2500,778.3200,20060110124851
694327,36016,6,1,R,6,4078.3800,0.7300,778.1600,20060110124851
694327,36101,6,2,R,1,3858.8500,99.6800,2286.2400,20060110124851
694327,36102,6,2,R,2,4079.1500,99.8500,2287.7100,20060110124851
694327,36103,6,2,R,3,4079.1000,-0.0800,2287.0300,20060110124851
694327,36104,6,2,R,4,4079.2700,-99.8300,2286.3800,20060110124851
694327,36105,6,2,R,5,3858.7500,-100.1700,2284.7800,20060110124851
694327,36106,6,2,R,6,3859.0200,-0.2200,2285.4800,20060110124851
